Time,Lat,Long,Alt,Throttle,Rudder,Ailerons,Airspeed-kt,Vert-Speed-FPS
1,42.29543423,-70.91265223,1216.402311,0.2,1.525902189e-05,4.71496442e-07,0,-0
2,42.29574903,-70.91306893,1222.070337,0.2,1.525902189e-05,-1.076292495e-05,100.8209973,11.72778119
3.00833,42.29633226,-70.9138284,1264.14748,0.2,1.525902189e-05,-1.076292495e-05,90.20019034,26.93654841
4.00833,42.29659777,-70.91416507,1292.35091,0.2,1.525902189e-05,-1.076292495e-05,84.03325707,28.12379711
5,42.29684245,-70.91446883,1318.905033,0.2,1.525902189e-05,0.0002132442129,78.41331756,24.73415887
6,42.29708009,-70.91475697,1342.908063,0.8,1.525902189e-05,0.0002581726142,73.51380644,22.7025591
7.00833,42.29730398,-70.91502248,1365.71249,0.8,1.525902189e-05,-9.746798193e-05,69.46230302,22.62239001
8.00833,42.2975148,-70.91526991,1388.373868,0.8,1.525902189e-05,-1.076292495e-05,65.90442947,22.06416947
9.05833,42.29768722,-70.91547368,1406.469326,0.8,1.525902189e-05,-0.0002295894226,63.33098578,19.82187339
10,42.29791176,-70.91574702,1424.223177,0.8,1.525902189e-05,2.581914753e-05,61.44861301,10.02267156
11.0083,42.29810456,-70.91599494,1428.65588,0.8,1.525902189e-05,0.001678579779,61.75483637,0.5592276837
12.0667,42.29826543,-70.91621861,1426.760877,0.8,1.525902189e-05,0.0006178678322,62.8733065,-5.042150164
13.0583,42.29844539,-70.91649456,1419.231629,0.8,0.5976501107,0.0006178678322,64.89065299,-10.68012407
14.0083,42.29865456,-70.91684772,1403.922386,0.8,0.2812695503,0.0008133397844,67.96466223,-15.58690275
15,42.29883675,-70.91717145,1387.765413,0.8,1.525902189e-05,0.0006178678322,70.68167365,-17.22701698
16,42.29902953,-70.91751408,1369.979789,0.8,0.0898603797,0.0004187077289,73.76063709,-18.84975119
17.0083,42.29923604,-70.91787403,1350.725864,0.8,1.525902189e-05,0.0001923894017,76.60710487,-19.49709735
18.0083,42.29946069,-70.91823658,1333.199337,0.8,0.1132982373,-1.762348923e-06,79.16271518,-16.45100937
19.0083,42.29970146,-70.91860668,1316.781144,0.8,1.525902189e-05,4.629047291e-06,81.65142392,-16.10011265
20.0083,42.29995892,-70.91898146,1301.880454,0.8,1.525902189e-05,-2.328377491e-10,83.79827264,-13.780912
21.0083,42.30022855,-70.9193626,1290.10202,0.8,1.525902189e-05,-2.328377491e-10,85.41073223,-10.13728914
22.0083,42.30050696,-70.91974986,1281.936418,0.8,1.525902189e-05,-1.076292495e-05,86.58435452,-6.850585361
23.0083,42.30079158,-70.92014199,1277.32287,0.8,0.3554894328,8.317197237e-06,87.26991286,-2.98391394
24.0083,42.30107914,-70.92053764,1276.747265,0.8,1.525902189e-05,-4.325217618e-05,87.26407871,1.28381035
25.0083,42.30137222,-70.92093519,1279.099652,0.8,1.525902189e-05,0.00395803908,87.21330371,0.05648235217
26.0083,42.30166432,-70.92133363,1277.750274,0.8,1.525902189e-05,0.003686390067,87.71692405,-3.088825703
27.0083,42.30195526,-70.92173421,1277.108263,0.8,1.525902189e-05,0.003686390067,87.86368786,0.3207634683
28.0167,42.30225097,-70.9221462,1278.479246,0.8,1.525902189e-05,0.003597986229,87.87659644,1.787807461
29.0083,42.30254005,-70.92255702,1280.524951,0.8,1.525902189e-05,0.00405073411,87.86313224,1.912725689
30.0083,42.30282934,-70.92297754,1282.514095,0.8,1.525902189e-05,0.00405073411,87.88048268,1.379491396
31.0083,42.30311588,-70.9234054,1283.930346,0.8,1.525902189e-05,0.00405073411,87.97845959,0.4765198104
32.0083,42.30339991,-70.92384017,1284.771614,0.8,1.525902189e-05,0.00405073411,88.02013797,0.8959160918
33.0083,42.3036824,-70.92427967,1286.228705,0.8,0.2461127639,0.00405073411,88.18360644,0.7265428792
34.0167,42.30396843,-70.92472354,1287.383141,0.8,0.2422064543,0.003597986229,87.99866315,1.948744227
35.0167,42.30425864,-70.92515674,1289.740464,0.8,1.525902189e-05,0.003597986229,88.03705922,1.516311398
36.0167,42.30455954,-70.9255778,1292.56399,0.8,1.525902189e-05,0.003597986229,87.9649726,4.282669656
37.0083,42.30486683,-70.92598229,1298.271725,0.8,1.525902189e-05,0.003597986229,87.66674399,5.054864794
38.0083,42.30518179,-70.92638315,1302.983906,0.8,1.525902189e-05,0.003597986229,87.72356565,4.09403981
39.025,42.30550605,-70.92678154,1304.443394,0.8,1.525902189e-05,0.003597986229,88.38226847,-2.420406654
40.0083,42.30583185,-70.92717289,1299.430503,0.8,1.525902189e-05,0.003175499278,89.73558207,-7.690796208
41.0083,42.30616881,-70.9275684,1292.557117,0.8,1.525902189e-05,0.00277617322,90.98235761,-4.865075208
42.0083,42.30651296,-70.9279621,1291.09822,0.8,1.525902189e-05,0.002332388189,91.44185325,0.629771014
43.0083,42.30686063,-70.92835306,1293.915044,0.8,1.525902189e-05,0.0005471894657,91.48875399,4.242047034
44.0083,42.30721094,-70.92874317,1294.360845,0.8,1.525902189e-05,-5.253402052e-05,92.06331699,-0.3906444689
45.0167,42.30756614,-70.92913593,1297.779781,0.8,1.525902189e-05,-3.52332438e-05,91.82237381,6.979453879
46.0083,42.30791469,-70.9295203,1303.038639,0.8,1.525902189e-05,-9.746798193e-05,91.33720625,8.611340258
47.0083,42.30826075,-70.92990244,1316.264125,0.8,1.525902189e-05,-2.137660306e-05,89.64679884,15.73854328
48.0083,42.30859899,-70.9302769,1333.563799,0.8,1.525902189e-05,-6.223496546e-05,87.73705294,17.40219098
49.0167,42.30893294,-70.93064876,1350.077945,0.8,1.525902189e-05,-6.223496546e-05,86.16408324,13.58872886
50.025,42.30925955,-70.9310156,1361.511746,0.8,1.525902189e-05,-6.223496546e-05,85.28405471,8.397118804
51.0083,42.30958071,-70.93138039,1367.577972,0.8,1.525902189e-05,-0.0005010875274,85.08923295,2.982900556
52.0083,42.30990191,-70.93175117,1372.074522,0.8,1.525902189e-05,-8.522443283e-05,84.78994893,4.814951971
53.0167,42.31022235,-70.93212842,1376.050132,0.8,1.525902189e-05,0.003510655307,84.73856547,2.807013068
54.0083,42.31053429,-70.93250426,1378.984873,0.8,1.525902189e-05,0.002476024867,84.70632663,3.23500678
55.0167,42.3108469,-70.93289137,1383.319762,0.8,1.525902189e-05,0.004729644767,84.51439776,3.28231444
56.0167,42.31115198,-70.93328025,1387.996214,0.8,1.525902189e-05,-1.762348923e-06,84.07099754,7.515461405
57.0167,42.31144793,-70.93367192,1398.393935,0.8,1.525902189e-05,-1.762348923e-06,82.93354095,11.18103171
58.0083,42.3117295,-70.93405888,1409.995872,0.8,1.525902189e-05,0.006245183838,81.82142242,11.37869026
59.0167,42.31201132,-70.93446207,1420.686218,0.8,1.525902189e-05,0.01354443414,81.00688805,8.219173786
60.0167,42.31227911,-70.93486064,1427.19464,0.8,1.525902189e-05,0.01388035206,80.78284504,4.229354483
61.0083,42.31254325,-70.93527012,1429.803102,0.8,0.4297093153,1.307826353e-05,81.01612007,1.13561743
62.0167,42.3128028,-70.935689,1433.68413,0.8,1.525902189e-05,0.0002351719404,80.3482593,5.395423303
63.0083,42.31305728,-70.93609717,1438.848978,0.8,1.525902189e-05,8.317197237e-06,79.97640934,5.797266492
64.0167,42.3133101,-70.93651268,1446.732955,0.734,1.525902189e-05,3.379896321e-05,79.18918517,8.41194176
65.0083,42.3135481,-70.93691933,1455.589413,0.734,1.525902189e-05,3.379896321e-05,78.07465784,8.86695677
66.0083,42.31378874,-70.9373244,1463.743593,0.734,1.525902189e-05,4.71496442e-07,77.04208741,4.819061927
